Country,Category,Year,Month,Value
Albania,Fiscal Expenditure,2005,10,179715.0
Albania,Fiscal Expenditure,2005,11,197107.0
Albania,Fiscal Expenditure,2005,12,232339.0
Albania,Fiscal Expenditure,2006,1,11190.0
Albania,Fiscal Expenditure,2006,2,25251.0
Albania,Fiscal Expenditure,2006,3,42664.0
Albania,Fiscal Expenditure,2006,4,59223.0
Albania,Fiscal Expenditure,2006,5,76321.0
Albania,Fiscal Expenditure,2006,6,95353.0
Albania,Fiscal Expenditure,2006,7,114177.0
Albania,Fiscal Expenditure,2006,8,132554.0
Albania,Fiscal Expenditure,2006,9,152238.0
Albania,Fiscal Expenditure,2006,10,175882.0
Albania,Fiscal Expenditure,2006,11,202325.0
Albania,Fiscal Expenditure,2006,12,258816.0
Albania,Fiscal Expenditure,2007,1,12254.0
Albania,Fiscal Expenditure,2007,2,30693.0
Albania,Fiscal Expenditure,2007,3,48925.0
Albania,Fiscal Expenditure,2007,4,67450.0
Albania,Fiscal Expenditure,2007,5,86498.0
Albania,Fiscal Expenditure,2007,6,105385.0
Albania,Fiscal Expenditure,2007,7,125925.0
Albania,Fiscal Expenditure,2007,8,148358.0
Albania,Fiscal Expenditure,2007,9,171725.0
Albania,Fiscal Expenditure,2007,10,196430.0
Albania,Fiscal Expenditure,2007,11,222253.0
Albania,Fiscal Expenditure,2007,12,285674.0
Albania,Fiscal Expenditure,2008,2,33135.0
Albania,Fiscal Expenditure,2008,3,53098.0
Albania,Fiscal Expenditure,2008,4,79466.0
Albania,Fiscal Expenditure,2008,5,106297.0
Albania,Fiscal Expenditure,2008,6,138298.0
Albania,Fiscal Expenditure,2008,7,169550.0
Albania,Fiscal Expenditure,2008,8,196658.0
Albania,Fiscal Expenditure,2008,9,220169.0
Albania,Fiscal Expenditure,2008,10,254687.0
Albania,Fiscal Expenditure,2008,11,285867.0
Albania,Fiscal Expenditure,2008,12,351492.0
Albania,Fiscal Expenditure,2009,1,21711.0
Albania,Fiscal Expenditure,2009,2,47910.0
Albania,Fiscal Expenditure,2009,3,76042.0
Albania,Fiscal Expenditure,2009,4,107447.0
Albania,Fiscal Expenditure,2009,5,140886.0
Albania,Fiscal Expenditure,2009,6,178243.0
Albania,Fiscal Expenditure,2009,7,211376.0
Albania,Fiscal Expenditure,2009,8,242516.0
Albania,Fiscal Expenditure,2009,9,269862.0
Albania,Fiscal Expenditure,2009,10,295182.0
Albania,Fiscal Expenditure,2009,11,332649.0
Albania,Fiscal Expenditure,2009,12,379863.0
Albania,Fiscal Expenditure,2010,1,22274.0
Albania,Fiscal Expenditure,2010,2,46196.0
Albania,Fiscal Expenditure,2010,3,76473.0
Albania,Fiscal Expenditure,2010,4,105772.0
Albania,Fiscal Expenditure,2010,5,136447.0
Albania,Fiscal Expenditure,2010,6,169133.0
Albania,Fiscal Expenditure,2010,7,201043.0
Albania,Fiscal Expenditure,2010,8,229266.0
Albania,Fiscal Expenditure,2010,9,260886.0
Albania,Fiscal Expenditure,2010,10,287312.0
Albania,Fiscal Expenditure,2010,11,316505.0
Albania,Fiscal Expenditure,2010,12,362752.0
Albania,Fiscal Expenditure,2011,1,25386.0
Albania,Fiscal Expenditure,2011,2,58049.0
Albania,Fiscal Expenditure,2011,3,89315.0
Albania,Fiscal Expenditure,2011,4,119576.0
Albania,Fiscal Expenditure,2011,5,150548.0
Albania,Fiscal Expenditure,2011,6,182166.0
Albania,Fiscal Expenditure,2011,7,213465.0
Albania,Fiscal Expenditure,2011,8,242100.0
Albania,Fiscal Expenditure,2011,9,271148.0
Albania,Fiscal Expenditure,2011,10,299507.0
Albania,Fiscal Expenditure,2011,11,333951.0
Albania,Fiscal Expenditure,2011,12,376183.0
Albania,Fiscal Expenditure,2012,1,24020.0
Albania,Fiscal Expenditure,2012,2,56335.0
Albania,Fiscal Expenditure,2012,3,87919.0
Albania,Fiscal Expenditure,2012,4,117911.0
Albania,Fiscal Expenditure,2012,5,151048.0
Albania,Fiscal Expenditure,2012,6,182706.0
Albania,Fiscal Expenditure,2012,7,211134.0
Albania,Fiscal Expenditure,2012,8,242581.0
Albania,Fiscal Expenditure,2012,9,271187.0
Albania,Fiscal Expenditure,2012,10,298968.0
Albania,Fiscal Expenditure,2012,11,336825.0
Albania,Fiscal Expenditure,2012,12,376241.0
Albania,Fiscal Expenditure,2013,1,27884.0
Albania,Fiscal Expenditure,2013,2,59414.0
Albania,Fiscal Expenditure,2013,3,90558.0
Albania,Fiscal Expenditure,2013,4,130149.0
Albania,Fiscal Expenditure,2013,5,169012.0
Albania,Fiscal Expenditure,2013,6,205238.0
Albania,Fiscal Expenditure,2013,7,234306.0
Albania,Fiscal Expenditure,2013,8,265155.0
Albania,Fiscal Expenditure,2013,9,294791.0
Albania,Fiscal Expenditure,2013,10,321199.0
Albania,Fiscal Expenditure,2013,11,352921.0
Albania,Fiscal Expenditure,2013,12,394118.0
Albania,Fiscal Expenditure,2014,1,24962.0
Albania,Fiscal Expenditure,2014,2,54268.0
Albania,Fiscal Expenditure,2014,3,85434.0
Albania,Fiscal Expenditure,2014,4,123300.0
Albania,Fiscal Expenditure,2014,5,156559.0
Albania,Fiscal Expenditure,2014,6,197401.0
Albania,Fiscal Expenditure,2014,7,236039.0
Albania,Fiscal Expenditure,2014,8,267373.0
Albania,Fiscal Expenditure,2014,9,297300.0
Albania,Fiscal Expenditure,2014,10,332573.0
Albania,Fiscal Expenditure,2014,11,370462.0
Albania,Fiscal Expenditure,2014,12,438820.0
Albania,Fiscal Expenditure,2015,1,22913.0
Albania,Fiscal Expenditure,2015,2,57255.0
Albania,Fiscal Expenditure,2015,3,91124.0
Albania,Fiscal Expenditure,2015,4,124488.0
Albania,Fiscal Expenditure,2015,5,161807.0
Albania,Fiscal Expenditure,2015,6,195353.0
Albania,Fiscal Expenditure,2015,7,232230.0
Albania,Fiscal Expenditure,2015,8,264421.0
Albania,Fiscal Expenditure,2015,9,298135.0
Albania,Fiscal Expenditure,2015,10,331025.0
Albania,Fiscal Expenditure,2015,11,368454.0
Albania,Fiscal Expenditure,2015,12,437408.0
Albania,Fiscal Expenditure,2016,1,23803.0
Albania,Fiscal Expenditure,2016,2,51518.0
Albania,Fiscal Expenditure,2016,3,83277.0
Albania,Fiscal Expenditure,2016,4,115508.0
Albania,Fiscal Expenditure,2016,5,145990.0
Albania,Fiscal Expenditure,2016,6,181064.0
Albania,Fiscal Expenditure,2016,7,214768.0
Albania,Fiscal Expenditure,2016,8,252854.0
Albania,Fiscal Expenditure,2016,9,286641.0
Albania,Fiscal Expenditure,2016,10,320169.0
Albania,Fiscal Expenditure,2016,11,359671.0
Albania,Fiscal Expenditure,2016,12,433697.0
Albania,Fiscal Expenditure,2017,1,25634.0
Albania,Fiscal Expenditure,2017,2,55791.0
Albania,Fiscal Expenditure,2017,3,95189.0
Albania,Fiscal Expenditure,2017,4,129825.0
Albania,Fiscal Expenditure,2017,5,170448.0
Albania,Fiscal Expenditure,2017,6,209595.0
Albania,Fiscal Expenditure,2017,7,247392.0
Albania,Fiscal Expenditure,2017,8,284982.0
Albania,Fiscal Expenditure,2017,9,322603.0
Albania,Fiscal Expenditure,2017,10,359883.0
Albania,Fiscal Expenditure,2017,11,400978.0
Albania,Fiscal Expenditure,2017,12,461410.0
Albania,Fiscal Expenditure,2018,1,30028.0
Albania,Fiscal Expenditure,2018,2,63853.0
Albania,Fiscal Expenditure,2018,3,100279.0
Albania,Fiscal Expenditure,2018,4,139869.0
Albania,Fiscal Expenditure,2018,5,180744.0
Albania,Fiscal Expenditure,2018,6,215337.0
Albania,Fiscal Expenditure,2018,7,253619.0
Albania,Fiscal Expenditure,2018,8,289715.0
Albania,Fiscal Expenditure,2018,9,325988.0
Albania,Fiscal Expenditure,2018,10,368555.0
Albania,Fiscal Expenditure,2018,11,408700.0
Albania,Fiscal Expenditure,2018,12,476147.0
Albania,Fiscal Expenditure,2019,1,32445.0
Albania,Fiscal Expenditure,2019,2,67576.0
Albania,Fiscal Expenditure,2019,3,104590.0
Albania,Fiscal Expenditure,2019,4,146265.0
Albania,Fiscal Expenditure,2019,5,188060.0
Albania,Fiscal Expenditure,2019,6,229564.0
Albania,Fiscal Expenditure,2019,7,271975.0
Albania,Fiscal Expenditure,2019,8,309504.0
Albania,Fiscal Expenditure,2019,9,347181.0
Albania,Fiscal Expenditure,2019,10,390037.0
Albania,Fiscal Expenditure,2019,11,432251.0
Albania,Fiscal Expenditure,2019,12,491897.0
Albania,Fiscal Expenditure,2020,1,32518.0
Albania,Fiscal Expenditure,2020,2,67507.0
Albania,Fiscal Expenditure,2020,3,106948.0
Albania,Fiscal Expenditure,2020,4,148804.0
Albania,Fiscal Expenditure,2020,5,187634.0
Albania,Fiscal Expenditure,2020,6,233739.0
Albania,Fiscal Expenditure,2020,7,283075.0
Albania,Fiscal Expenditure,2020,8,324122.0
Albania,Fiscal Expenditure,2020,9,367645.0
Albania,Fiscal Expenditure,2020,10,413544.0
Albania,Fiscal Expenditure,2020,11,455687.0
Albania,Fiscal Expenditure,2020,12,536507.0
Albania,Fiscal Expenditure,2021,1,33201.0
Albania,Fiscal Expenditure,2021,2,70033.0
Albania,Fiscal Expenditure,2021,3,118159.0
Albania,Fiscal Expenditure,2021,4,167817.0
Albania,Fiscal Expenditure,2021,5,212153.0
Albania,Fiscal Expenditure,2021,6,263462.0
Albania,Fiscal Expenditure,2021,7,311562.0
Albania,Fiscal Expenditure,2021,8,356573.0
Albania,Fiscal Expenditure,2021,9,403729.0
Albania,Fiscal Expenditure,2021,10,450887.0
Albania,Fiscal Expenditure,2021,11,491366.0
Albania,Fiscal Expenditure,2021,12,595968.0
Albania,Fiscal Expenditure,2022,1,32599.0
Albania,Fiscal Expenditure,2022,2,68920.0
Albania,Fiscal Expenditure,2022,3,117523.0
Albania,Fiscal Expenditure,2022,4,169189.0
Albania,Fiscal Expenditure,2022,5,214135.0
Albania,Fiscal Expenditure,2022,6,264214.0
Albania,Fiscal Expenditure,2022,7,312287.0
Albania,Fiscal Expenditure,2022,8,362342.0
Albania,Fiscal Expenditure,2022,9,409906.0
Albania,Fiscal Expenditure,2022,10,465698.0
Albania,Fiscal Expenditure,2022,11,513725.0
Albania,Fiscal Expenditure,2022,12,651015.0
Albania,Fiscal Expenditure,2023,1,34976.0
Albania,Fiscal Expenditure,2023,2,73054.0
Albania,Fiscal Expenditure,2023,3,125274.0
Albania,Fiscal Expenditure,2023,4,173001.0
Albania,Fiscal Expenditure,2023,5,222202.0
Albania,Fiscal Expenditure,2023,6,273836.0
Albania,Fiscal Expenditure,2023,7,326913.0
Albania,Government Budget,2005,12,-3.5
Albania,Government Budget,2006,12,-3.4
Albania,Government Budget,2007,12,-3.5
Albania,Government Budget,2008,12,-5.6
Albania,Government Budget,2009,12,-7.1
Albania,Government Budget,2010,12,-3.1
Albania,Government Budget,2011,12,-3.5
Albania,Government Budget,2012,12,-3.4
Albania,Government Budget,2013,12,-5.0
Albania,Government Budget,2014,12,-5.2
Albania,Government Budget,2015,12,-4.1
Albania,Government Budget,2016,12,-1.8
Albania,Government Budget,2017,12,-2.0
Albania,Government Budget,2018,12,-1.6
Albania,Government Budget,2019,12,-1.9
Albania,Government Budget,2020,12,-6.7
Albania,Government Budget,2021,12,-4.5
Albania,Government Budget,2022,12,-3.8
Albania,Government Budget Value,2005,1,-1413.0
Albania,Government Budget Value,2005,2,-3904.0
Albania,Government Budget Value,2005,3,-6249.0
Albania,Government Budget Value,2005,4,-3904.0
Albania,Government Budget Value,2005,5,-14214.0
Albania,Government Budget Value,2005,6,-15452.0
Albania,Government Budget Value,2005,7,-14214.0
Albania,Government Budget Value,2005,8,-18217.0
Albania,Government Budget Value,2005,9,-16301.0
Albania,Government Budget Value,2005,10,-28176.0
Albania,Government Budget Value,2005,11,5561.0
Albania,Government Budget Value,2005,12,7469.0
Albania,Government Budget Value,2006,1,9210.0
Albania,Government Budget Value,2006,2,9851.0
Albania,Government Budget Value,2006,3,10420.0
Albania,Government Budget Value,2006,4,10091.0
Albania,Government Budget Value,2006,5,11033.0
Albania,Government Budget Value,2006,6,10895.0
Albania,Government Budget Value,2006,7,10021.0
Albania,Government Budget Value,2006,8,6204.0
Albania,Government Budget Value,2006,9,10021.0
Albania,Government Budget Value,2006,10,-29372.0
Albania,Government Budget Value,2006,11,6529.0
Albania,Government Budget Value,2006,12,4682.0
Albania,Government Budget Value,2007,1,6401.0
Albania,Government Budget Value,2007,2,7362.0
Albania,Government Budget Value,2007,3,6738.0
Albania,Government Budget Value,2007,4,10150.0
Albania,Government Budget Value,2007,5,8940.0
Albania,Government Budget Value,2007,6,10192.0
Albania,Government Budget Value,2007,7,9672.0
Albania,Government Budget Value,2007,8,8493.0
Albania,Government Budget Value,2007,9,4148.0
Albania,Government Budget Value,2007,10,-34119.0
Albania,Government Budget Value,2007,11,10496.0
Albania,Government Budget Value,2007,12,8341.0
Albania,Government Budget Value,2008,1,5273.0
Albania,Government Budget Value,2008,2,-3410.0
Albania,Government Budget Value,2008,3,-8415.0
Albania,Government Budget Value,2008,4,-11684.0
Albania,Government Budget Value,2008,5,5921.0
Albania,Government Budget Value,2008,6,-19613.0
Albania,Government Budget Value,2008,7,-23420.0
Albania,Government Budget Value,2008,8,-8904.0
Albania,Government Budget Value,2008,9,1255.0
Albania,Government Budget Value,2008,10,-3920.0
Albania,Government Budget Value,2008,11,-8536.0
Albania,Government Budget Value,2008,12,-12094.0
Albania,Government Budget Value,2009,1,1459.0
Albania,Government Budget Value,2009,2,-33106.0
Albania,Government Budget Value,2009,3,-41613.0
Albania,Government Budget Value,2009,4,-47806.0
Albania,Government Budget Value,2009,5,-20393.0
Albania,Government Budget Value,2009,6,-49913.0
Albania,Government Budget Value,2009,7,-64619.0
Albania,Government Budget Value,2009,8,-80883.0
Albania,Government Budget Value,2009,9,4652.0
Albania,Government Budget Value,2009,10,2469.0
Albania,Government Budget Value,2009,11,698.0
Albania,Government Budget Value,2009,12,-1270.0
Albania,Government Budget Value,2010,1,4652.0
Albania,Government Budget Value,2010,2,-15600.0
Albania,Government Budget Value,2010,3,-22799.0
Albania,Government Budget Value,2010,4,-23179.0
Albania,Government Budget Value,2010,5,-24193.0
Albania,Government Budget Value,2010,6,-23433.0
Albania,Government Budget Value,2010,7,-22799.0
Albania,Government Budget Value,2010,8,-38031.0
Albania,Government Budget Value,2010,9,1621.0
Albania,Government Budget Value,2010,10,-8904.0
Albania,Government Budget Value,2010,11,-11780.0
Albania,Government Budget Value,2010,12,-15909.0
Albania,Government Budget Value,2011,1,-20427.0
Albania,Government Budget Value,2011,2,-26909.0
Albania,Government Budget Value,2011,3,-30764.0
Albania,Government Budget Value,2011,4,-15909.0
Albania,Government Budget Value,2011,5,-31630.0
Albania,Government Budget Value,2011,6,-31718.0
Albania,Government Budget Value,2011,7,-30764.0
Albania,Government Budget Value,2011,8,-45733.0
Albania,Government Budget Value,2011,9,1711.0
Albania,Government Budget Value,2011,10,-7058.0
Albania,Government Budget Value,2011,11,-9571.0
Albania,Government Budget Value,2011,12,-11599.0
Albania,Government Budget Value,2012,1,-17885.0
Albania,Government Budget Value,2012,2,-21131.0
Albania,Government Budget Value,2012,3,-9571.0
Albania,Government Budget Value,2012,4,-23719.0
Albania,Government Budget Value,2012,5,-26024.0
Albania,Government Budget Value,2012,6,-21131.0
Albania,Government Budget Value,2012,7,-35274.0
Albania,Government Budget Value,2012,8,-45857.0
Albania,Government Budget Value,2012,9,-333.0
Albania,Government Budget Value,2012,10,-9636.0
Albania,Government Budget Value,2012,11,-14753.0
Albania,Government Budget Value,2012,12,-23641.0
Albania,Government Budget Value,2013,1,-36329.0
Albania,Government Budget Value,2013,2,-9636.0
Albania,Government Budget Value,2013,3,-14753.0
Albania,Government Budget Value,2013,4,-23641.0
Albania,Government Budget Value,2013,5,-36329.0
Albania,Government Budget Value,2013,6,-48584.0
Albania,Government Budget Value,2013,7,-49380.0
Albania,Government Budget Value,2013,8,-54937.0
Albania,Government Budget Value,2013,9,-59123.0
Albania,Government Budget Value,2013,10,-55422.0
Albania,Government Budget Value,2013,11,-60626.0
Albania,Government Budget Value,2013,12,-66940.0
Albania,Government Budget Value,2014,1,2812.0
Albania,Government Budget Value,2014,2,-995.0
Albania,Government Budget Value,2014,3,-1807.0
Albania,Government Budget Value,2014,4,-7171.0
Albania,Government Budget Value,2014,5,-11942.0
Albania,Government Budget Value,2014,6,-22195.0
Albania,Government Budget Value,2014,7,-29856.0
Albania,Government Budget Value,2014,8,-30976.0
Albania,Government Budget Value,2014,9,-30560.0
Albania,Government Budget Value,2014,10,-33254.0
Albania,Government Budget Value,2014,11,-41317.0
Albania,Government Budget Value,2014,12,-72134.0
Albania,Government Budget Value,2015,1,2948.0
Albania,Government Budget Value,2015,2,-5340.0
Albania,Government Budget Value,2015,3,-3832.0
Albania,Government Budget Value,2015,4,-2764.0
Albania,Government Budget Value,2015,5,-9782.0
Albania,Government Budget Value,2015,6,-12464.0
Albania,Government Budget Value,2015,7,-16157.0
Albania,Government Budget Value,2015,8,-15995.0
Albania,Government Budget Value,2015,9,-18704.0
Albania,Government Budget Value,2015,10,-19203.0
Albania,Government Budget Value,2015,11,-25050.0
Albania,Government Budget Value,2015,12,-58202.0
Albania,Government Budget Value,2016,1,9026.0
Albania,Government Budget Value,2016,2,10046.0
Albania,Government Budget Value,2016,3,13093.0
Albania,Government Budget Value,2016,4,15143.0
Albania,Government Budget Value,2016,5,18334.0
Albania,Government Budget Value,2016,6,16182.0
Albania,Government Budget Value,2016,7,17269.0
Albania,Government Budget Value,2016,8,12379.0
Albania,Government Budget Value,2016,9,10506.0
Albania,Government Budget Value,2016,10,14692.0
Albania,Government Budget Value,2016,11,8776.0
Albania,Government Budget Value,2016,12,-26237.0
Albania,Government Budget Value,2017,1,7866.0
Albania,Government Budget Value,2017,2,9411.0
Albania,Government Budget Value,2017,3,8927.0
Albania,Government Budget Value,2017,4,11638.0
Albania,Government Budget Value,2017,5,3521.0
Albania,Government Budget Value,2017,6,3046.0
Albania,Government Budget Value,2017,7,2894.0
Albania,Government Budget Value,2017,8,101.0
Albania,Government Budget Value,2017,9,-2531.0
Albania,Government Budget Value,2017,10,-3505.0
Albania,Government Budget Value,2017,11,-10532.0
Albania,Government Budget Value,2017,12,-31012.0
Albania,Government Budget Value,2018,1,5364.0
Albania,Government Budget Value,2018,2,3704.0
Albania,Government Budget Value,2018,3,5222.0
Albania,Government Budget Value,2018,4,3493.0
Albania,Government Budget Value,2018,5,-529.0
Albania,Government Budget Value,2018,6,1943.0
Albania,Government Budget Value,2018,7,2789.0
Albania,Government Budget Value,2018,8,4457.0
Albania,Government Budget Value,2018,9,3608.0
Albania,Government Budget Value,2018,10,1851.0
Albania,Government Budget Value,2018,11,-870.0
Albania,Government Budget Value,2018,12,-26238.0
Albania,Government Budget Value,2019,1,2232.0
Albania,Government Budget Value,2019,2,1287.0
Albania,Government Budget Value,2019,3,3633.0
Albania,Government Budget Value,2019,4,3025.0
Albania,Government Budget Value,2019,5,403.0
Albania,Government Budget Value,2019,6,-3448.0
Albania,Government Budget Value,2019,7,-6178.0
Albania,Government Budget Value,2019,8,-3575.0
Albania,Government Budget Value,2019,9,-3322.0
Albania,Government Budget Value,2019,10,-6633.0
Albania,Government Budget Value,2019,11,-11122.0
Albania,Government Budget Value,2019,12,-31549.0
Albania,Government Budget Value,2020,1,3494.0
Albania,Government Budget Value,2020,2,3672.0
Albania,Government Budget Value,2020,3,-2802.0
Albania,Government Budget Value,2020,4,-15580.0
Albania,Government Budget Value,2020,5,-27093.0
Albania,Government Budget Value,2020,6,-38687.0
Albania,Government Budget Value,2020,7,-49433.0
Albania,Government Budget Value,2020,8,-53129.0
Albania,Government Budget Value,2020,9,-59443.0
Albania,Government Budget Value,2020,10,-66186.0
Albania,Government Budget Value,2020,11,-72846.0
Albania,Government Budget Value,2020,12,-110569.0
Albania,Government Budget Value,2021,1,2010.0
Albania,Government Budget Value,2021,2,-498.0
Albania,Government Budget Value,2021,3,-8814.0
Albania,Government Budget Value,2021,4,-14818.0
Albania,Government Budget Value,2021,5,-20671.0
Albania,Government Budget Value,2021,6,-29142.0
Albania,Government Budget Value,2021,7,-29757.0
Albania,Government Budget Value,2021,8,-31977.0
Albania,Government Budget Value,2021,9,-36033.0
Albania,Government Budget Value,2021,10,-36185.0
Albania,Government Budget Value,2021,11,-32985.0
Albania,Government Budget Value,2021,12,-85328.0
Albania,Government Budget Value,2022,1,13102.0
Albania,Government Budget Value,2022,2,18745.0
Albania,Government Budget Value,2022,3,21871.0
Albania,Government Budget Value,2022,4,18969.0
Albania,Government Budget Value,2022,5,19287.0
Albania,Government Budget Value,2022,6,15200.0
Albania,Government Budget Value,2022,7,15256.0
Albania,Government Budget Value,2022,8,14363.0
Albania,Government Budget Value,2022,9,16289.0
Albania,Government Budget Value,2022,10,10412.0
Albania,Government Budget Value,2022,11,9172.0
Albania,Government Budget Value,2022,12,-78225.0
Albania,Government Budget Value,2023,1,15340.0
Albania,Government Budget Value,2023,2,24089.0
Albania,Government Budget Value,2023,3,30864.0
Albania,Government Budget Value,2023,4,34543.0
Albania,Government Budget Value,2023,5,35928.0
Albania,Government Budget Value,2023,6,46157.0
Albania,Government Budget Value,2023,7,45259.0
Albania,Government Debt,2009,12,636773.0
Albania,Government Debt,2010,12,669946.0
Albania,Government Debt,2011,3,689759.0
Albania,Government Debt,2011,6,705813.0
Albania,Government Debt,2011,9,722330.0
Albania,Government Debt,2011,12,724200.0
Albania,Government Debt,2012,3,738708.0
Albania,Government Debt,2012,6,752946.0
Albania,Government Debt,2012,9,765508.0
Albania,Government Debt,2012,12,774528.0
Albania,Government Debt,2013,3,801681.0
Albania,Government Debt,2013,6,818267.0
Albania,Government Debt,2013,9,818829.0
Albania,Government Debt,2013,12,833367.0
Albania,Government Debt,2014,3,844671.0
Albania,Government Debt,2014,6,866474.0
Albania,Government Debt,2014,9,910088.0
Albania,Government Debt,2014,12,922562.0
Albania,Government Debt,2015,3,959894.0
Albania,Government Debt,2015,6,957372.0
Albania,Government Debt,2015,9,1004731.0
Albania,Government Debt,2015,12,986130.0
Albania,Government Debt,2016,3,1002767.0
Albania,Government Debt,2016,6,1011463.0
Albania,Government Debt,2016,9,1012033.0
Albania,Government Debt,2016,12,1012175.0
Albania,Government Debt,2017,3,1037915.0
Albania,Government Debt,2017,6,1015366.0
Albania,Government Debt,2017,9,1024491.0
Albania,Government Debt,2017,12,1037457.0
