Country,Category,Year,Month,Value
Albania,Construction Output,2017,6,32.9
Albania,Construction Output,2017,9,18.6
Albania,Construction Output,2017,12,7.6
Albania,Construction Output,2018,3,6.0
Albania,Construction Output,2018,6,-3.0
Albania,Construction Output,2018,9,11.9
Albania,Construction Output,2018,12,8.0
Albania,Construction Output,2019,3,3.0
Albania,Construction Output,2019,6,-0.7
Albania,Construction Output,2019,9,-2.1
Albania,Construction Output,2019,12,-7.9
Albania,Construction Output,2020,3,-9.7
Albania,Construction Output,2020,6,2.0
Albania,Construction Output,2020,9,14.8
Albania,Construction Output,2020,12,25.9
Albania,Construction Output,2021,3,16.1
Albania,Construction Output,2021,6,32.6
Albania,Construction Output,2021,9,1.0
Albania,Construction Output,2021,12,22.6
Albania,Construction Output,2022,3,26.0
Albania,Construction Output,2022,6,-5.1
Albania,Construction Output,2022,9,14.0
Albania,Construction Output,2022,12,18.5
Albania,Construction Output,2023,3,1.2
Albania,Construction Output,2023,6,6.5
Argentina,Building Permits,2005,1,569.799
Argentina,Building Permits,2005,2,406.736
Argentina,Building Permits,2005,3,565.203
Argentina,Building Permits,2005,4,611.311
Argentina,Building Permits,2005,5,674.222
Argentina,Building Permits,2005,6,789.441
Argentina,Building Permits,2005,7,637.7719999999999
Argentina,Building Permits,2005,8,602.8380000000001
Argentina,Building Permits,2005,9,712.2289999999999
Argentina,Building Permits,2005,10,629.659
Argentina,Building Permits,2005,11,889.63
Argentina,Building Permits,2005,12,758.972
Argentina,Building Permits,2006,1,662.45
Argentina,Building Permits,2006,2,642.93
Argentina,Building Permits,2006,3,646.936
Argentina,Building Permits,2006,4,689.6260000000001
Argentina,Building Permits,2006,5,877.8689999999999
Argentina,Building Permits,2006,6,827.788
Argentina,Building Permits,2006,7,988.0139999999999
Argentina,Building Permits,2006,8,794.788
Argentina,Building Permits,2006,9,800.283
Argentina,Building Permits,2006,10,761.346
Argentina,Building Permits,2006,11,881.826
Argentina,Building Permits,2006,12,938.209
Argentina,Building Permits,2007,1,666.013
Argentina,Building Permits,2007,2,674.785
Argentina,Building Permits,2007,3,826.404
Argentina,Building Permits,2007,4,749.301
Argentina,Building Permits,2007,5,800.2869999999999
Argentina,Building Permits,2007,6,816.916
Argentina,Building Permits,2007,7,750.294
Argentina,Building Permits,2007,8,731.664
Argentina,Building Permits,2007,9,710.552
Argentina,Building Permits,2007,10,959.309
Argentina,Building Permits,2007,11,764.66
Argentina,Building Permits,2007,12,1119.245
Argentina,Building Permits,2008,1,838.07
Argentina,Building Permits,2008,2,569.464
Argentina,Building Permits,2008,3,607.427
Argentina,Building Permits,2008,4,804.3580000000001
Argentina,Building Permits,2008,5,975.247
Argentina,Building Permits,2008,6,715.9960000000001
Argentina,Building Permits,2008,7,990.872
Argentina,Building Permits,2008,8,848.1519999999999
Argentina,Building Permits,2008,9,813.51
Argentina,Building Permits,2008,10,865.2189999999999
Argentina,Building Permits,2008,11,821.446
Argentina,Building Permits,2008,12,657.5
Argentina,Building Permits,2009,1,543.0930000000001
Argentina,Building Permits,2009,2,539.919
Argentina,Building Permits,2009,3,666.29
Argentina,Building Permits,2009,4,644.571
Argentina,Building Permits,2009,5,712.317
Argentina,Building Permits,2009,6,715.597
Argentina,Building Permits,2009,7,711.3989999999999
Argentina,Building Permits,2009,8,688.477
Argentina,Building Permits,2009,9,742.702
Argentina,Building Permits,2009,10,921.1669999999999
Argentina,Building Permits,2009,11,604.192
Argentina,Building Permits,2009,12,779.722
Argentina,Building Permits,2010,1,502.652
Argentina,Building Permits,2010,2,420.486
Argentina,Building Permits,2010,3,533.511
Argentina,Building Permits,2010,4,620.626
Argentina,Building Permits,2010,5,554.849
Argentina,Building Permits,2010,6,678.825
Argentina,Building Permits,2010,7,699.9680000000001
Argentina,Building Permits,2010,8,865.077
Argentina,Building Permits,2010,9,785.826
Argentina,Building Permits,2010,10,600.441
Argentina,Building Permits,2010,11,887.823
Argentina,Building Permits,2010,12,792.4019999999999
Argentina,Building Permits,2011,1,675.072
Argentina,Building Permits,2011,2,740.824
Argentina,Building Permits,2011,3,748.75
Argentina,Building Permits,2011,4,895.181
Argentina,Building Permits,2011,5,1004.3580000000001
Argentina,Building Permits,2011,6,883.686
Argentina,Building Permits,2011,7,742.3380000000001
Argentina,Building Permits,2011,8,1023.8839999999999
Argentina,Building Permits,2011,9,970.696
Argentina,Building Permits,2011,10,806.194
Argentina,Building Permits,2011,11,789.2719999999999
Argentina,Building Permits,2011,12,830.513
Argentina,Building Permits,2012,1,1083.546
Argentina,Building Permits,2012,2,569.606
Argentina,Building Permits,2012,3,728.206
Argentina,Building Permits,2012,4,602.744
Argentina,Building Permits,2012,5,692.721
Argentina,Building Permits,2012,6,720.33
Argentina,Building Permits,2012,7,710.082
Argentina,Building Permits,2012,8,861.1139999999999
Argentina,Building Permits,2012,9,707.064
Argentina,Building Permits,2012,10,868.587
Argentina,Building Permits,2012,11,645.938
Argentina,Building Permits,2012,12,795.7439999999999
Argentina,Building Permits,2013,1,490.537
Argentina,Building Permits,2013,2,523.9159999999999
Argentina,Building Permits,2013,3,658.9830000000001
Argentina,Building Permits,2013,4,659.442
Argentina,Building Permits,2013,5,724.466
Argentina,Building Permits,2013,6,609.524
Argentina,Building Permits,2013,7,690.81
Argentina,Building Permits,2013,8,680.645
Argentina,Building Permits,2013,9,633.0930000000001
Argentina,Building Permits,2013,10,758.221
Argentina,Building Permits,2013,11,736.2689999999999
Argentina,Building Permits,2013,12,711.934
Argentina,Building Permits,2014,1,549.612
Argentina,Building Permits,2014,2,478.773
Argentina,Building Permits,2014,3,682.0980000000001
Argentina,Building Permits,2014,4,636.967
Argentina,Building Permits,2014,5,782.841
Argentina,Building Permits,2014,6,685.1560000000001
Argentina,Building Permits,2014,7,740.23
Argentina,Building Permits,2014,8,603.811
Argentina,Building Permits,2014,9,862.459
Argentina,Building Permits,2014,10,685.447
Argentina,Building Permits,2014,11,664.9780000000001
Argentina,Building Permits,2014,12,624.72
Argentina,Building Permits,2015,1,557.686
Argentina,Building Permits,2015,2,424.985
Argentina,Building Permits,2015,3,635.1
Argentina,Building Permits,2015,4,573.534
Argentina,Building Permits,2015,5,569.571
Argentina,Building Permits,2015,6,570.899
Argentina,Building Permits,2015,7,712.303
Argentina,Building Permits,2015,8,606.585
Argentina,Building Permits,2015,9,715.25
Argentina,Building Permits,2015,10,691.207
Argentina,Building Permits,2015,11,656.3710000000001
Argentina,Building Permits,2015,12,537.0790000000001
Argentina,Building Permits,2016,1,602.224
Argentina,Building Permits,2016,2,590.952
Argentina,Building Permits,2016,3,651.939
Argentina,Building Permits,2016,4,669.58
Argentina,Building Permits,2016,5,721.921
Argentina,Building Permits,2016,6,697.6489999999999
Argentina,Building Permits,2016,7,598.066
Argentina,Building Permits,2016,8,701.4789999999999
Argentina,Building Permits,2016,9,611.464
Argentina,Building Permits,2016,10,694.961
Argentina,Building Permits,2016,11,635.726
Argentina,Building Permits,2016,12,707.605
Argentina,Building Permits,2017,1,668.332
Argentina,Building Permits,2017,2,502.778
Argentina,Building Permits,2017,3,631.494
Argentina,Building Permits,2017,4,742.921
Argentina,Building Permits,2017,5,923.002
Argentina,Building Permits,2017,6,744.7760000000001
Argentina,Building Permits,2017,7,812.534
Argentina,Building Permits,2017,8,842.785
Argentina,Building Permits,2017,9,697.827
Argentina,Building Permits,2017,10,786.5260000000001
Argentina,Building Permits,2017,11,706.9760000000001
Argentina,Building Permits,2017,12,709.852
Argentina,Building Permits,2018,1,573.034
Argentina,Building Permits,2018,2,513.326
Argentina,Building Permits,2018,3,798.6410000000001
Argentina,Building Permits,2018,4,632.7669999999999
Argentina,Building Permits,2018,5,733.828
Argentina,Building Permits,2018,6,637.513
Argentina,Building Permits,2018,7,708.198
Argentina,Building Permits,2018,8,750.11
Argentina,Building Permits,2018,9,754.64
Argentina,Building Permits,2018,10,721.943
Argentina,Building Permits,2018,11,625.563
Argentina,Building Permits,2018,12,610.2769999999999
Argentina,Building Permits,2019,1,585.614
Argentina,Building Permits,2019,2,685.701
Argentina,Building Permits,2019,3,539.533
Argentina,Building Permits,2019,4,731.295
Argentina,Building Permits,2019,5,899.183
Argentina,Building Permits,2019,6,798.834
Argentina,Building Permits,2019,7,846.33
Argentina,Building Permits,2019,8,765.6089999999999
Argentina,Building Permits,2019,9,623.911
Argentina,Building Permits,2019,10,772.1310000000001
Argentina,Building Permits,2019,11,792.8430000000001
Argentina,Building Permits,2019,12,910.35
Argentina,Building Permits,2020,1,655.6560000000001
Argentina,Building Permits,2020,2,558.175
Argentina,Building Permits,2020,3,472.08099999999996
Argentina,Building Permits,2020,4,74.557
Argentina,Building Permits,2020,5,250.56799999999998
Argentina,Building Permits,2020,6,423.86400000000003
Argentina,Building Permits,2020,7,418.45300000000003
Argentina,Building Permits,2020,8,565.776
Argentina,Building Permits,2020,9,432.10900000000004
Argentina,Building Permits,2020,10,528.512
Argentina,Building Permits,2020,11,569.702
Argentina,Building Permits,2020,12,683.186
Argentina,Building Permits,2021,1,813.295
Argentina,Building Permits,2021,2,662.632
Argentina,Building Permits,2021,3,763.3710000000001
Argentina,Building Permits,2021,4,819.23
Argentina,Building Permits,2021,5,744.546
Argentina,Building Permits,2021,6,698.8480000000001
Argentina,Building Permits,2021,7,710.186
Argentina,Building Permits,2021,8,905.408
Argentina,Building Permits,2021,9,1029.521
Argentina,Building Permits,2021,10,1026.404
Argentina,Building Permits,2021,11,925.377
Argentina,Building Permits,2021,12,1006.59
Argentina,Building Permits,2022,1,931.196
Argentina,Building Permits,2022,2,1253.527
Argentina,Building Permits,2022,3,1321.945
Argentina,Building Permits,2022,4,1389.595
Argentina,Building Permits,2022,5,1245.3110000000001
Argentina,Building Permits,2022,6,1236.503
Argentina,Building Permits,2022,7,1388.264
Argentina,Building Permits,2022,8,1295.326
Argentina,Building Permits,2022,9,1249.29
Argentina,Building Permits,2022,10,1136.022
Argentina,Building Permits,2022,11,1345.318
Argentina,Building Permits,2022,12,1098.0339999999999
Argentina,Building Permits,2023,1,1081.8310000000001
Argentina,Building Permits,2023,2,912.198
Argentina,Building Permits,2023,3,1467.1879999999999
Argentina,Building Permits,2023,4,1062.2730000000001
Argentina,Building Permits,2023,5,1066.601
Argentina,Building Permits,2023,6,1074.5339999999999
Argentina,Building Permits,2023,7,1071.307
Argentina,Construction Output,2013,1,0.9
Argentina,Construction Output,2013,2,6.2
Argentina,Construction Output,2013,3,-0.3
Argentina,Construction Output,2013,4,13.9
Argentina,Construction Output,2013,5,13.4
Argentina,Construction Output,2013,6,3.8
Argentina,Construction Output,2013,7,12.3
Argentina,Construction Output,2013,8,15.4
Argentina,Construction Output,2013,9,14.1
Argentina,Construction Output,2013,10,12.5
Argentina,Construction Output,2013,11,5.5
Argentina,Construction Output,2013,12,12.8
Argentina,Construction Output,2014,1,5.6
Argentina,Construction Output,2014,2,3.5
Argentina,Construction Output,2014,3,-3.1
Argentina,Construction Output,2014,4,-3.0
Argentina,Construction Output,2014,5,-8.3
Argentina,Construction Output,2014,6,-1.1
Argentina,Construction Output,2014,7,-3.3
Argentina,Construction Output,2014,8,-7.5
Argentina,Construction Output,2014,9,3.8
Argentina,Construction Output,2014,10,3.6
Argentina,Construction Output,2014,11,-2.2
Argentina,Construction Output,2014,12,-5.0
Argentina,Construction Output,2015,1,-3.2
Argentina,Construction Output,2015,2,3.7
Argentina,Construction Output,2015,3,5.1
Argentina,Construction Output,2015,4,11.2
Argentina,Construction Output,2015,5,5.7
Argentina,Construction Output,2015,6,14.0
Argentina,Construction Output,2015,7,12.5
Argentina,Construction Output,2015,8,5.6
Argentina,Construction Output,2015,9,6.9
Argentina,Construction Output,2015,10,2.7
Argentina,Construction Output,2015,11,5.9
Argentina,Construction Output,2015,12,1.9
Argentina,Construction Output,2016,1,-4.4
Argentina,Construction Output,2016,2,-8.1
Argentina,Construction Output,2016,3,-9.1
Argentina,Construction Output,2016,4,-24.6
Argentina,Construction Output,2016,5,-14.8
Argentina,Construction Output,2016,6,-22.4
Argentina,Construction Output,2016,7,-24.6
Argentina,Construction Output,2016,8,-5.2
Argentina,Construction Output,2016,9,-13.5
Argentina,Construction Output,2016,10,-20.7
Argentina,Construction Output,2016,11,-10.6
Argentina,Construction Output,2016,12,-7.8
Argentina,Construction Output,2017,1,-1.8
Argentina,Construction Output,2017,2,-5.6
Argentina,Construction Output,2017,3,10.6
Argentina,Construction Output,2017,4,10.3
Argentina,Construction Output,2017,5,12.1
Argentina,Construction Output,2017,6,21.5
Argentina,Construction Output,2017,7,21.3
Argentina,Construction Output,2017,8,14.7
Argentina,Construction Output,2017,9,12.6
Argentina,Construction Output,2017,10,27.8
Argentina,Construction Output,2017,11,22.8
Argentina,Construction Output,2017,12,15.5
Argentina,Construction Output,2018,1,19.5
Argentina,Construction Output,2018,2,19.3
Argentina,Construction Output,2018,3,8.4
Argentina,Construction Output,2018,4,14.4
Argentina,Construction Output,2018,5,6.8
Argentina,Construction Output,2018,6,-0.1
Argentina,Construction Output,2018,7,0.8
Argentina,Construction Output,2018,8,0.0
Argentina,Construction Output,2018,9,-3.8
Argentina,Construction Output,2018,10,-6.4
Argentina,Construction Output,2018,11,-15.9
Argentina,Construction Output,2018,12,-20.6
Argentina,Construction Output,2019,1,-15.7
Argentina,Construction Output,2019,2,-5.3
Argentina,Construction Output,2019,3,-12.3
Argentina,Construction Output,2019,4,-7.6
Argentina,Construction Output,2019,5,-3.4
Argentina,Construction Output,2019,6,-11.8
Argentina,Construction Output,2019,7,-1.9
Argentina,Construction Output,2019,8,-6.0
Argentina,Construction Output,2019,9,-8.7
Argentina,Construction Output,2019,10,-9.5
Argentina,Construction Output,2019,11,-5.2
Argentina,Construction Output,2019,12,-6.4
Argentina,Construction Output,2020,1,-13.5
Argentina,Construction Output,2020,2,-22.1
Argentina,Construction Output,2020,3,-47.1
Argentina,Construction Output,2020,4,-76.2
Argentina,Construction Output,2020,5,-48.7
Argentina,Construction Output,2020,6,-14.7
Argentina,Construction Output,2020,7,-12.9
Argentina,Construction Output,2020,8,-17.6
Argentina,Construction Output,2020,9,-3.8
Argentina,Construction Output,2020,10,-0.9
Argentina,Construction Output,2020,11,6.2
Argentina,Construction Output,2020,12,27.4
Argentina,Construction Output,2021,1,23.3
Argentina,Construction Output,2021,2,22.7
Argentina,Construction Output,2021,3,99.8
Argentina,Construction Output,2021,4,322.0
Argentina,Construction Output,2021,5,70.4
Argentina,Construction Output,2021,6,28.4
Argentina,Construction Output,2021,7,18.6
Argentina,Construction Output,2021,8,22.7
Argentina,Construction Output,2021,9,12.4
Argentina,Construction Output,2021,10,7.8
Argentina,Construction Output,2021,11,7.7
Argentina,Construction Output,2021,12,4.5
Argentina,Construction Output,2022,1,-4.9
Argentina,Construction Output,2022,2,7.2
Argentina,Construction Output,2022,3,2.0
Argentina,Construction Output,2022,4,8.2
Argentina,Construction Output,2022,5,19.3
Argentina,Construction Output,2022,6,6.7
Argentina,Construction Output,2022,7,4.6
Argentina,Construction Output,2022,8,6.8
Argentina,Construction Output,2022,9,4.5
Argentina,Construction Output,2022,10,-0.8
Argentina,Construction Output,2022,11,-1.4
Argentina,Construction Output,2022,12,-10.5
Argentina,Construction Output,2023,1,2.7
Argentina,Construction Output,2023,2,-6.6
Argentina,Construction Output,2023,3,1.4
Argentina,Construction Output,2023,4,-4.0
Argentina,Construction Output,2023,5,-2.9
Argentina,Construction Output,2023,6,-2.8
Argentina,Construction Output,2023,7,-5.8
Argentina,Housing Index,2015,11,0.85
Argentina,Housing Index,2015,12,2.8
Argentina,Housing Index,2016,1,2.65
Argentina,Housing Index,2016,2,2.02
Argentina,Housing Index,2016,3,1.25
Argentina,Housing Index,2016,4,10.89
Argentina,Housing Index,2016,5,2.2
Argentina,Housing Index,2016,6,0.94
Argentina,Housing Index,2016,7,0.81
Argentina,Housing Index,2016,8,0.33
Argentina,Housing Index,2016,9,0.69
Argentina,Housing Index,2016,10,5.69
Argentina,Housing Index,2016,11,1.51
Argentina,Housing Index,2016,12,0.78
Argentina,Housing Index,2017,1,2.67
Argentina,Housing Index,2017,2,1.69
Argentina,Housing Index,2017,3,1.08
Argentina,Housing Index,2017,4,5.53
Argentina,Housing Index,2017,5,1.15
Argentina,Housing Index,2017,6,1.05
Argentina,Housing Index,2017,7,5.93
Argentina,Housing Index,2017,8,1.26
Argentina,Housing Index,2017,9,0.79
Argentina,Housing Index,2017,10,0.76
Argentina,Housing Index,2017,11,0.44
Argentina,Housing Index,2017,12,1.45
Argentina,Housing Index,2018,1,1.11
Argentina,Housing Index,2018,2,2.39
Argentina,Housing Index,2018,3,1.59
Argentina,Housing Index,2018,4,5.71
Argentina,Housing Index,2018,5,2.82
Argentina,Housing Index,2018,6,2.48
Argentina,Housing Index,2018,7,1.73
Argentina,Housing Index,2018,8,3.73
Argentina,Housing Index,2018,9,7.49
Argentina,Housing Index,2018,10,2.23
Argentina,Housing Index,2018,11,3.54
Argentina,Housing Index,2018,12,3.3
Argentina,Housing Index,2019,1,1.14
Argentina,Housing Index,2019,2,1.26
Argentina,Housing Index,2019,3,3.49
Argentina,Housing Index,2019,4,6.25
Argentina,Housing Index,2019,5,3.41
Argentina,Housing Index,2019,6,1.58
Argentina,Housing Index,2019,7,2.68
Argentina,Housing Index,2019,8,7.45
Argentina,Housing Index,2019,9,2.38
Argentina,Housing Index,2019,10,4.62
Argentina,Housing Index,2019,11,4.98
Argentina,Housing Index,2019,12,2.94
Argentina,Housing Index,2020,1,5.93
Argentina,Housing Index,2020,2,4.22
Argentina,Housing Index,2020,3,0.01
Argentina,Housing Index,2020,4,-1.16
Argentina,Housing Index,2020,5,-0.42
Argentina,Housing Index,2020,6,1.1
Argentina,Housing Index,2020,7,2.22
Argentina,Housing Index,2020,8,2.52
Argentina,Housing Index,2020,9,2.93
Argentina,Housing Index,2020,10,3.45
Argentina,Housing Index,2020,11,13.39
Argentina,Housing Index,2020,12,3.34
Argentina,Housing Index,2021,1,2.92
Argentina,Housing Index,2021,2,5.2
Argentina,Housing Index,2021,3,2.41
Argentina,Housing Index,2021,4,6.9
Argentina,Housing Index,2021,5,2.73
Argentina,Housing Index,2021,6,2.01
Argentina,Housing Index,2021,7,5.42
Argentina,Housing Index,2021,8,2.0
Argentina,Housing Index,2021,9,2.96
Argentina,Housing Index,2021,10,3.92
Argentina,Housing Index,2021,11,2.06
Argentina,Housing Index,2021,12,1.49
Argentina,Housing Index,2022,1,3.21
Argentina,Housing Index,2022,2,3.72
Argentina,Housing Index,2022,3,4.44
Argentina,Housing Index,2022,4,2.46
Argentina,Housing Index,2022,5,6.2
Argentina,Housing Index,2022,6,6.28
Argentina,Housing Index,2022,7,6.82
Argentina,Housing Index,2022,8,7.2
Argentina,Housing Index,2022,9,6.98
Argentina,Housing Index,2022,10,6.82
Argentina,Housing Index,2022,11,6.34
Argentina,Housing Index,2022,12,5.56
Argentina,Housing Index,2023,1,6.16
Argentina,Housing Index,2023,2,5.61
Argentina,Housing Index,2023,3,4.71
Argentina,Housing Index,2023,4,8.09
Argentina,Housing Index,2023,5,7.8
Argentina,Housing Index,2023,6,5.79
Argentina,Housing Index,2023,7,7.87
Argentina,Housing Index,2023,8,14.67
Armenia,Construction Output,2011,1,-11.7
Armenia,Construction Output,2011,2,-4.1
Armenia,Construction Output,2011,3,-5.2
Armenia,Construction Output,2011,4,16.9
Armenia,Construction Output,2011,5,-5.1
Armenia,Construction Output,2011,6,-31.3
Armenia,Construction Output,2011,7,-32.2
Armenia,Construction Output,2011,8,-24.7
Armenia,Construction Output,2011,9,-17.6
Armenia,Construction Output,2011,10,-16.9
Armenia,Construction Output,2011,11,-4.5
Armenia,Construction Output,2011,12,16.3
Armenia,Construction Output,2012,1,0.8
Armenia,Construction Output,2012,2,0.1
Armenia,Construction Output,2012,3,-9.2
Armenia,Construction Output,2012,4,-0.5
Armenia,Construction Output,2012,5,-12.6
Armenia,Construction Output,2012,6,-7.6
Armenia,Construction Output,2012,7,-0.5
Armenia,Construction Output,2012,8,-3.8
Armenia,Construction Output,2012,9,5.0
Armenia,Construction Output,2012,10,2.1
Armenia,Construction Output,2012,11,0.4
Armenia,Construction Output,2012,12,3.0
Armenia,Construction Output,2013,1,-17.6
Armenia,Construction Output,2013,2,-0.4
Armenia,Construction Output,2013,3,-7.3
Armenia,Construction Output,2013,4,-5.8
Armenia,Construction Output,2013,5,-15.9
Armenia,Construction Output,2013,6,-8.3
Armenia,Construction Output,2013,7,-8.1
Armenia,Construction Output,2013,8,-7.5
Armenia,Construction Output,2013,9,-11.9
Armenia,Construction Output,2013,10,-6.9
Armenia,Construction Output,2013,11,-7.3
Armenia,Construction Output,2013,12,-6.8
Armenia,Construction Output,2014,1,-0.4
Armenia,Construction Output,2014,2,2.3
Armenia,Construction Output,2014,3,0.2
Armenia,Construction Output,2014,4,0.6
Armenia,Construction Output,2014,5,0.1
Armenia,Construction Output,2014,6,0.3
Armenia,Construction Output,2014,7,0.6
Armenia,Construction Output,2014,8,0.0
Armenia,Construction Output,2014,9,-13.0
Armenia,Construction Output,2014,10,-14.4
Armenia,Construction Output,2014,11,-10.1
Armenia,Construction Output,2014,12,0.2
Armenia,Construction Output,2015,1,3.1
Armenia,Construction Output,2015,2,1.2
Armenia,Construction Output,2015,3,4.1
Armenia,Construction Output,2015,4,3.3
Armenia,Construction Output,2015,5,3.9
Armenia,Construction Output,2015,6,3.7
Armenia,Construction Output,2015,7,2.7
Armenia,Construction Output,2015,8,3.5
Armenia,Construction Output,2015,9,1.8
Armenia,Construction Output,2015,10,1.4
Armenia,Construction Output,2015,11,-7.8
Armenia,Construction Output,2015,12,-2.5
Armenia,Construction Output,2016,1,5.1
Armenia,Construction Output,2016,2,0.2
Armenia,Construction Output,2016,3,-5.8
Armenia,Construction Output,2016,4,-16.5
Armenia,Construction Output,2016,5,-9.0
Armenia,Construction Output,2016,6,-7.7
Armenia,Construction Output,2016,7,-6.8
Armenia,Construction Output,2016,8,-7.2
Armenia,Construction Output,2016,9,-17.3
Armenia,Construction Output,2016,10,-12.2
Armenia,Construction Output,2016,11,-17.5
Armenia,Construction Output,2016,12,-10.1
Armenia,Construction Output,2017,1,-5.3
Armenia,Construction Output,2017,2,-19.6
Armenia,Construction Output,2017,3,-13.5
Armenia,Construction Output,2017,4,-13.0
Armenia,Construction Output,2017,5,-5.7
Armenia,Construction Output,2017,6,-4.4
Armenia,Construction Output,2017,7,4.6
Armenia,Construction Output,2017,8,7.5
Armenia,Construction Output,2017,9,6.0
Armenia,Construction Output,2017,10,6.2
Armenia,Construction Output,2017,11,6.9
Armenia,Construction Output,2017,12,10.4
Armenia,Construction Output,2018,1,19.7
Armenia,Construction Output,2018,2,25.1
Armenia,Construction Output,2018,3,23.2
Armenia,Construction Output,2018,4,19.2
Armenia,Construction Output,2018,5,8.8
Armenia,Construction Output,2018,6,4.2
Armenia,Construction Output,2018,7,0.5
Armenia,Construction Output,2018,8,1.6
Armenia,Construction Output,2018,9,3.5
Armenia,Construction Output,2018,10,0.4
Armenia,Construction Output,2018,11,0.2
Armenia,Construction Output,2018,12,1.2
Armenia,Construction Output,2019,1,22.1
Armenia,Construction Output,2019,2,21.3
Armenia,Construction Output,2019,3,0.5
Armenia,Construction Output,2019,4,1.8
Armenia,Construction Output,2019,5,2.0
Armenia,Construction Output,2019,6,0.6
Armenia,Construction Output,2019,7,4.1
Armenia,Construction Output,2019,8,3.9
Armenia,Construction Output,2019,9,4.2
Armenia,Construction Output,2019,10,5.1
Armenia,Construction Output,2019,11,4.8
Armenia,Construction Output,2019,12,4.9
Armenia,Construction Output,2020,1,7.7
Armenia,Construction Output,2020,2,4.3
Armenia,Construction Output,2020,3,-26.2
Armenia,Construction Output,2020,4,-51.0
Armenia,Construction Output,2020,5,-27.0
Armenia,Construction Output,2020,6,-23.3
Armenia,Construction Output,2020,7,-19.5
Armenia,Construction Output,2020,8,-5.3
Armenia,Construction Output,2020,9,0.6
Armenia,Construction Output,2020,10,0.3
Armenia,Construction Output,2020,11,2.0
Armenia,Construction Output,2020,12,-3.0
Armenia,Construction Output,2021,1,0.8
Armenia,Construction Output,2021,2,1.1
Armenia,Construction Output,2021,3,10.8
Armenia,Construction Output,2021,4,87.7
Armenia,Construction Output,2021,5,0.5
Armenia,Construction Output,2021,6,1.3
Armenia,Construction Output,2021,7,2.2
Armenia,Construction Output,2021,8,2.3
Armenia,Construction Output,2021,9,2.6
Armenia,Construction Output,2021,10,4.9
