Country,Category,Year,Month,Value
Albania,Loans to Private Sector,2011,4,343030.1
Albania,Loans to Private Sector,2011,5,347587.3
Albania,Loans to Private Sector,2011,6,351758.0
Albania,Loans to Private Sector,2011,7,356550.8
Albania,Loans to Private Sector,2011,8,358107.8
Albania,Loans to Private Sector,2011,9,369087.2
Albania,Loans to Private Sector,2011,10,370874.3
Albania,Loans to Private Sector,2011,11,373534.3
Albania,Loans to Private Sector,2011,12,389425.7
Albania,Loans to Private Sector,2012,1,387401.1
Albania,Loans to Private Sector,2012,2,388830.8
Albania,Loans to Private Sector,2012,3,396705.6
Albania,Loans to Private Sector,2012,4,396430.6
Albania,Loans to Private Sector,2012,5,399932.0
Albania,Loans to Private Sector,2012,6,400056.9
Albania,Loans to Private Sector,2012,7,399752.3
Albania,Loans to Private Sector,2012,8,398774.3
Albania,Loans to Private Sector,2012,9,403255.1
Albania,Loans to Private Sector,2012,10,398225.7
Albania,Loans to Private Sector,2012,11,400202.8
Albania,Loans to Private Sector,2012,12,401699.1
Albania,Loans to Private Sector,2013,1,399045.8
Albania,Loans to Private Sector,2013,2,399112.1
Albania,Loans to Private Sector,2013,3,403442.6
Albania,Loans to Private Sector,2013,4,400368.0
Albania,Loans to Private Sector,2013,5,399909.6
Albania,Loans to Private Sector,2013,6,401390.3
Albania,Loans to Private Sector,2013,7,392599.9
Albania,Loans to Private Sector,2013,8,391474.2
Albania,Loans to Private Sector,2013,9,393712.8
Albania,Loans to Private Sector,2013,10,387021.7
Albania,Loans to Private Sector,2013,11,387313.8
Albania,Loans to Private Sector,2013,12,394660.3
Albania,Loans to Private Sector,2014,1,391542.9
Albania,Loans to Private Sector,2014,2,387772.3
Albania,Loans to Private Sector,2014,3,391461.4
Albania,Loans to Private Sector,2014,4,389536.5
Albania,Loans to Private Sector,2014,5,391205.0
Albania,Loans to Private Sector,2014,6,393454.6
Albania,Loans to Private Sector,2014,7,395701.5
Albania,Loans to Private Sector,2014,8,401539.0
Albania,Loans to Private Sector,2014,9,401574.1
Albania,Loans to Private Sector,2014,10,402695.9
Albania,Loans to Private Sector,2014,11,405564.7
Albania,Loans to Private Sector,2014,12,404513.6
Albania,Loans to Private Sector,2015,1,401124.8
Albania,Loans to Private Sector,2015,2,399432.6
Albania,Loans to Private Sector,2015,3,398382.7
Albania,Loans to Private Sector,2015,4,398287.0
Albania,Loans to Private Sector,2015,5,400772.3
Albania,Loans to Private Sector,2015,6,394089.1
Albania,Loans to Private Sector,2015,7,392628.4
Albania,Loans to Private Sector,2015,8,390662.5
Albania,Loans to Private Sector,2015,9,388086.0
Albania,Loans to Private Sector,2015,10,390869.0
Albania,Loans to Private Sector,2015,11,391193.4
Albania,Loans to Private Sector,2015,12,346210.1
Albania,Loans to Private Sector,2016,1,343804.2
Albania,Loans to Private Sector,2016,2,344486.5
Albania,Loans to Private Sector,2016,3,346062.8
Albania,Loans to Private Sector,2016,4,346880.7
Albania,Loans to Private Sector,2016,5,350008.4
Albania,Loans to Private Sector,2016,6,350669.9
Albania,Loans to Private Sector,2016,7,346727.3
Albania,Loans to Private Sector,2016,8,346453.8
Albania,Loans to Private Sector,2016,9,345524.2
Albania,Loans to Private Sector,2016,10,346276.9
Albania,Loans to Private Sector,2016,11,348433.6
Albania,Loans to Private Sector,2016,12,343070.25
Albania,Loans to Private Sector,2017,1,340254.2
Albania,Loans to Private Sector,2017,2,341042.8
Albania,Loans to Private Sector,2017,3,340846.5
Albania,Loans to Private Sector,2017,4,338225.3
Albania,Loans to Private Sector,2017,5,335618.7
Albania,Loans to Private Sector,2017,6,333122.5
Albania,Loans to Private Sector,2017,7,333886.8
Albania,Loans to Private Sector,2017,8,336191.0
Albania,Loans to Private Sector,2017,9,339280.2
Albania,Loans to Private Sector,2017,10,337696.4
Albania,Loans to Private Sector,2017,11,338531.5
Albania,Loans to Private Sector,2017,12,334762.9
Albania,Loans to Private Sector,2018,1,334304.0
Albania,Loans to Private Sector,2018,2,334128.9
Albania,Loans to Private Sector,2018,3,331651.7
Albania,Loans to Private Sector,2018,4,329290.0
Albania,Loans to Private Sector,2018,5,319522.7
Albania,Loans to Private Sector,2018,6,320863.2
Albania,Loans to Private Sector,2018,7,321618.4
Albania,Loans to Private Sector,2018,8,321167.5
Albania,Loans to Private Sector,2018,9,322399.3
Albania,Loans to Private Sector,2018,10,319514.4
Albania,Loans to Private Sector,2018,11,320317.4
Albania,Loans to Private Sector,2018,12,317721.9
Albania,Loans to Private Sector,2019,1,320223.3
Albania,Loans to Private Sector,2019,2,324487.5
Albania,Loans to Private Sector,2019,3,326947.9
Albania,Loans to Private Sector,2019,4,326014.4
Albania,Loans to Private Sector,2019,5,327208.2
Albania,Loans to Private Sector,2019,6,327896.0
Albania,Loans to Private Sector,2019,7,329999.4
Albania,Loans to Private Sector,2019,8,331612.2
Albania,Loans to Private Sector,2019,9,335067.5
Albania,Loans to Private Sector,2019,10,335817.9
Albania,Loans to Private Sector,2019,11,334448.6
Albania,Loans to Private Sector,2019,12,335884.6
Albania,Loans to Private Sector,2020,1,333540.1
Albania,Loans to Private Sector,2020,2,341303.1
Albania,Loans to Private Sector,2020,3,355039.5
Albania,Loans to Private Sector,2020,4,346928.1
Albania,Loans to Private Sector,2020,5,349898.9
Albania,Loans to Private Sector,2020,6,355937.0
Albania,Loans to Private Sector,2020,7,355683.3
Albania,Loans to Private Sector,2020,8,356672.5
Albania,Loans to Private Sector,2020,9,357485.8
Albania,Loans to Private Sector,2020,10,356624.8
Albania,Loans to Private Sector,2020,11,359388.8
Albania,Loans to Private Sector,2020,12,370356.3
Albania,Loans to Private Sector,2021,1,368131.7
Albania,Loans to Private Sector,2021,2,370618.63
Albania,Loans to Private Sector,2021,3,372662.4
Albania,Loans to Private Sector,2021,4,374080.49
Albania,Loans to Private Sector,2021,5,374767.65
Albania,Loans to Private Sector,2021,6,376990.08
Albania,Loans to Private Sector,2021,7,379339.87
Albania,Loans to Private Sector,2021,8,381419.74
Albania,Loans to Private Sector,2021,9,384302.98
Albania,Loans to Private Sector,2021,10,393883.05
Albania,Loans to Private Sector,2021,11,396070.29
Albania,Loans to Private Sector,2021,12,395162.69
Albania,Loans to Private Sector,2022,1,394103.39
Albania,Loans to Private Sector,2022,2,399605.75
Albania,Loans to Private Sector,2022,3,403165.67
Albania,Loans to Private Sector,2022,4,408394.28
Albania,Loans to Private Sector,2022,5,409824.89
Albania,Loans to Private Sector,2022,6,409447.0
Albania,Loans to Private Sector,2022,7,411678.49
Albania,Loans to Private Sector,2022,8,417191.57
Albania,Loans to Private Sector,2022,9,421386.66
Albania,Loans to Private Sector,2022,10,422535.74
Albania,Loans to Private Sector,2022,11,418805.51
Albania,Loans to Private Sector,2022,12,411853.0
Albania,Loans to Private Sector,2023,1,407332.24
Albania,Loans to Private Sector,2023,2,405116.42
Albania,Loans to Private Sector,2023,3,405170.07
Albania,Loans to Private Sector,2023,4,403579.65
Albania,Loans to Private Sector,2023,5,405701.45
Albania,Loans to Private Sector,2023,6,404347.26
Albania,Loans to Private Sector,2023,7,396485.74
Albania,Money Supply M0,2005,1,174312.13
Albania,Money Supply M0,2005,2,174454.74
Albania,Money Supply M0,2005,3,171162.18
Albania,Money Supply M0,2005,4,174134.5
Albania,Money Supply M0,2005,5,174508.08
Albania,Money Supply M0,2005,6,180435.96
Albania,Money Supply M0,2005,7,182269.95
Albania,Money Supply M0,2005,8,183879.25
Albania,Money Supply M0,2005,9,194091.69
Albania,Money Supply M0,2005,10,188015.04
Albania,Money Supply M0,2005,11,188853.5
Albania,Money Supply M0,2005,12,198250.25
Albania,Money Supply M0,2006,1,190874.53
Albania,Money Supply M0,2006,2,188930.11
Albania,Money Supply M0,2006,3,186339.85
Albania,Money Supply M0,2006,4,190637.78
Albania,Money Supply M0,2006,5,190674.17
Albania,Money Supply M0,2006,6,194584.97
Albania,Money Supply M0,2006,7,198259.09
Albania,Money Supply M0,2006,8,201410.72
Albania,Money Supply M0,2006,9,205427.7
Albania,Money Supply M0,2006,10,205748.97
Albania,Money Supply M0,2006,11,209298.98
Albania,Money Supply M0,2006,12,217624.71
Albania,Money Supply M0,2007,1,211709.55
Albania,Money Supply M0,2007,2,212013.75
Albania,Money Supply M0,2007,3,213331.29
Albania,Money Supply M0,2007,4,211478.72
Albania,Money Supply M0,2007,5,209476.32
Albania,Money Supply M0,2007,6,212861.7
Albania,Money Supply M0,2007,7,214918.76
Albania,Money Supply M0,2007,8,216622.85
Albania,Money Supply M0,2007,9,216420.72
Albania,Money Supply M0,2007,10,210876.46
Albania,Money Supply M0,2007,11,211562.04
Albania,Money Supply M0,2007,12,228230.91
Albania,Money Supply M0,2008,1,217220.33
Albania,Money Supply M0,2008,2,217694.49
Albania,Money Supply M0,2008,3,213577.74
Albania,Money Supply M0,2008,4,215966.55
Albania,Money Supply M0,2008,5,214370.48
Albania,Money Supply M0,2008,6,219738.64
Albania,Money Supply M0,2008,7,225915.24
Albania,Money Supply M0,2008,8,226422.13
Albania,Money Supply M0,2008,9,226870.19
Albania,Money Supply M0,2008,10,241954.52
Albania,Money Supply M0,2008,11,247242.89
Albania,Money Supply M0,2008,12,271729.19
Albania,Money Supply M0,2009,1,269336.7
Albania,Money Supply M0,2009,2,268931.94
Albania,Money Supply M0,2009,3,270883.85
Albania,Money Supply M0,2009,4,272079.25
Albania,Money Supply M0,2009,5,270700.76
Albania,Money Supply M0,2009,6,274864.46
Albania,Money Supply M0,2009,7,278704.38
Albania,Money Supply M0,2009,8,278183.26
Albania,Money Supply M0,2009,9,276074.06
Albania,Money Supply M0,2009,10,271957.15
Albania,Money Supply M0,2009,11,274376.14
Albania,Money Supply M0,2009,12,284839.66
Albania,Money Supply M0,2010,1,276077.17
Albania,Money Supply M0,2010,2,274545.16
Albania,Money Supply M0,2010,3,273199.45
Albania,Money Supply M0,2010,4,269440.47
Albania,Money Supply M0,2010,5,272216.12
Albania,Money Supply M0,2010,6,271235.28
Albania,Money Supply M0,2010,7,273690.86
Albania,Money Supply M0,2010,8,275277.84
Albania,Money Supply M0,2010,9,277745.81
Albania,Money Supply M0,2010,10,278685.0
Albania,Money Supply M0,2010,11,275536.26
Albania,Money Supply M0,2010,12,283453.5
Albania,Money Supply M0,2011,1,276429.57
Albania,Money Supply M0,2011,2,274966.67
Albania,Money Supply M0,2011,3,273086.19
Albania,Money Supply M0,2011,4,273991.22
Albania,Money Supply M0,2011,5,275971.32
Albania,Money Supply M0,2011,6,279161.72
Albania,Money Supply M0,2011,7,279218.19
Albania,Money Supply M0,2011,8,279827.67
Albania,Money Supply M0,2011,9,282794.07
Albania,Money Supply M0,2011,10,281345.78
Albania,Money Supply M0,2011,11,282464.93
Albania,Money Supply M0,2011,12,289809.51
Albania,Money Supply M0,2012,1,284001.38
Albania,Money Supply M0,2012,2,285771.97
Albania,Money Supply M0,2012,3,282333.62
Albania,Money Supply M0,2012,4,285052.51
Albania,Money Supply M0,2012,5,287477.38
Albania,Money Supply M0,2012,6,296112.07
Albania,Money Supply M0,2012,7,300268.24
Albania,Money Supply M0,2012,8,303282.08
Albania,Money Supply M0,2012,9,301340.77
Albania,Money Supply M0,2012,10,297819.36
Albania,Money Supply M0,2012,11,293420.54
Albania,Money Supply M0,2012,12,297721.92
Albania,Money Supply M0,2013,1,285394.99
Albania,Money Supply M0,2013,2,284487.99
Albania,Money Supply M0,2013,3,286351.93
Albania,Money Supply M0,2013,4,293993.79
Albania,Money Supply M0,2013,5,300701.03
Albania,Money Supply M0,2013,6,306479.34
Albania,Money Supply M0,2013,7,305185.84
Albania,Money Supply M0,2013,8,315231.3
Albania,Money Supply M0,2013,9,311876.1
Albania,Money Supply M0,2013,10,304120.12
Albania,Money Supply M0,2013,11,303866.22
Albania,Money Supply M0,2013,12,308073.73
Albania,Money Supply M0,2014,1,305263.02
Albania,Money Supply M0,2014,2,303750.79
Albania,Money Supply M0,2014,3,302860.46
Albania,Money Supply M0,2014,4,308902.67
Albania,Money Supply M0,2014,5,308399.09
Albania,Money Supply M0,2014,6,308401.82
Albania,Money Supply M0,2014,7,316324.42
Albania,Money Supply M0,2014,8,311836.89
Albania,Money Supply M0,2014,9,310257.92
Albania,Money Supply M0,2014,10,310752.68
Albania,Money Supply M0,2014,11,319928.69
Albania,Money Supply M0,2014,12,332899.27
Albania,Money Supply M0,2015,1,331487.22
Albania,Money Supply M0,2015,2,342191.46
Albania,Money Supply M0,2015,3,338448.34
Albania,Money Supply M0,2015,4,336003.72
Albania,Money Supply M0,2015,5,338145.62
Albania,Money Supply M0,2015,6,351065.51
Albania,Money Supply M0,2015,7,348632.03
Albania,Money Supply M0,2015,8,349425.57
Albania,Money Supply M0,2015,9,353915.22
Albania,Money Supply M0,2015,10,349403.73
Albania,Money Supply M0,2015,11,342944.23
Albania,Money Supply M0,2015,12,383972.75
Albania,Money Supply M0,2016,1,380683.31
Albania,Money Supply M0,2016,2,364045.25
Albania,Money Supply M0,2016,3,359125.55
Albania,Money Supply M0,2016,4,349900.25
Albania,Money Supply M0,2016,5,345833.09
Albania,Money Supply M0,2016,6,355821.93
Albania,Money Supply M0,2016,7,363871.45
Albania,Money Supply M0,2016,8,360943.61
Albania,Money Supply M0,2016,9,359045.15
Albania,Money Supply M0,2016,10,368940.96
Albania,Money Supply M0,2016,11,376009.28
Albania,Money Supply M0,2016,12,414380.88
Albania,Money Supply M0,2017,1,388321.38
Albania,Money Supply M0,2017,2,377934.08
Albania,Money Supply M0,2017,3,392977.2
Albania,Money Supply M0,2017,4,377074.78
Albania,Money Supply M0,2017,5,379625.34
Albania,Money Supply M0,2017,6,388647.44
Albania,Money Supply M0,2017,7,383722.49
Albania,Money Supply M0,2017,8,390563.42
Albania,Money Supply M0,2017,9,391007.26
Albania,Money Supply M0,2017,10,391080.89
Albania,Money Supply M0,2017,11,394738.41
Albania,Money Supply M0,2017,12,425243.0
Albania,Money Supply M0,2018,1,402930.0
Albania,Money Supply M0,2018,2,399233.04
Albania,Money Supply M0,2018,3,392310.13
Albania,Money Supply M0,2018,4,389059.34
Albania,Money Supply M0,2018,5,377273.78
Albania,Money Supply M0,2018,6,387564.91
Albania,Money Supply M0,2018,7,391056.23
Albania,Money Supply M0,2018,8,400399.92
Albania,Money Supply M0,2018,9,413029.76
Albania,Money Supply M0,2018,10,403697.08
Albania,Money Supply M0,2018,11,404066.51
Albania,Money Supply M0,2018,12,423427.87
Albania,Money Supply M0,2019,1,413895.12
Albania,Money Supply M0,2019,2,412381.9
Albania,Money Supply M0,2019,3,423488.73
Albania,Money Supply M0,2019,4,411205.92
Albania,Money Supply M0,2019,5,414282.35
Albania,Money Supply M0,2019,6,423556.33
Albania,Money Supply M0,2019,7,421388.45
Albania,Money Supply M0,2019,8,427319.82
Albania,Money Supply M0,2019,9,438273.44
Albania,Money Supply M0,2019,10,424750.95
Albania,Money Supply M0,2019,11,420167.44
Albania,Money Supply M0,2019,12,433951.17
Albania,Money Supply M0,2020,1,425982.29
Albania,Money Supply M0,2020,2,428401.04
Albania,Money Supply M0,2020,3,442443.78
Albania,Money Supply M0,2020,4,451390.02
Albania,Money Supply M0,2020,5,453318.71
Albania,Money Supply M0,2020,6,472185.84
Albania,Money Supply M0,2020,7,482049.04
Albania,Money Supply M0,2020,8,482725.16
Albania,Money Supply M0,2020,9,495518.06
Albania,Money Supply M0,2020,10,493890.67
Albania,Money Supply M0,2020,11,506437.27
Albania,Money Supply M0,2020,12,534346.5
Albania,Money Supply M0,2021,1,519607.3
Albania,Money Supply M0,2021,2,523050.11
Albania,Money Supply M0,2021,3,530271.18
Albania,Money Supply M0,2021,4,524966.8
Albania,Money Supply M0,2021,5,521259.92
Albania,Money Supply M0,2021,6,529287.0
Albania,Money Supply M0,2021,7,529788.24
Albania,Money Supply M0,2021,8,538581.67
Albania,Money Supply M0,2021,9,545545.49
Albania,Money Supply M0,2021,10,531722.32
Albania,Money Supply M0,2021,11,534320.78
Albania,Money Supply M0,2021,12,565162.61
Albania,Money Supply M0,2022,1,557154.87
Albania,Money Supply M0,2022,2,566146.01
Albania,Money Supply M0,2022,3,561563.38
Albania,Money Supply M0,2022,4,563057.47
Albania,Money Supply M0,2022,5,569567.08
Albania,Money Supply M0,2022,6,569815.63
Albania,Money Supply M0,2022,7,573066.84
Albania,Money Supply M0,2022,8,588664.83
Albania,Money Supply M0,2022,9,585386.22
Albania,Money Supply M0,2022,10,582519.0
Albania,Money Supply M0,2022,11,585512.77
Albania,Money Supply M0,2022,12,619186.82
Albania,Money Supply M0,2023,1,608631.21
Albania,Money Supply M0,2023,2,615200.12
Albania,Money Supply M0,2023,3,613504.24
Albania,Money Supply M0,2023,4,591214.9
Albania,Money Supply M0,2023,5,591425.45
Albania,Money Supply M0,2023,6,583767.06
Albania,Money Supply M0,2023,7,583969.52
Albania,Money Supply M1,2005,1,167366.66
Albania,Money Supply M1,2005,2,168796.4
Albania,Money Supply M1,2005,3,167505.87
Albania,Money Supply M1,2005,4,169404.66
Albania,Money Supply M1,2005,5,170059.48
Albania,Money Supply M1,2005,6,173469.94
Albania,Money Supply M1,2005,7,180610.91
Albania,Money Supply M1,2005,8,196860.67
Albania,Money Supply M1,2005,9,208873.9
Albania,Money Supply M1,2005,10,210996.94
Albania,Money Supply M1,2005,11,211161.86
Albania,Money Supply M1,2005,12,223657.4
Albania,Money Supply M1,2006,1,217145.37
Albania,Money Supply M1,2006,2,215187.94
Albania,Money Supply M1,2006,3,213349.69
Albania,Money Supply M1,2006,4,214887.33
Albania,Money Supply M1,2006,5,216992.94
Albania,Money Supply M1,2006,6,221153.16
Albania,Money Supply M1,2006,7,225855.64
Albania,Money Supply M1,2006,8,224363.61
Albania,Money Supply M1,2006,9,223108.62
Albania,Money Supply M1,2006,10,221906.5
Albania,Money Supply M1,2006,11,223269.83
Albania,Money Supply M1,2006,12,242390.68
Albania,Money Supply M1,2007,1,230812.68
Albania,Money Supply M1,2007,2,226105.96
Albania,Money Supply M1,2007,3,225224.47
Albania,Money Supply M1,2007,4,223802.29
Albania,Money Supply M1,2007,5,222166.0
Albania,Money Supply M1,2007,6,220648.66
Albania,Money Supply M1,2007,7,224665.22
Albania,Money Supply M1,2007,8,220899.76
Albania,Money Supply M1,2007,9,218028.44
Albania,Money Supply M1,2007,10,214225.87
Albania,Money Supply M1,2007,11,215033.42
Albania,Money Supply M1,2007,12,242675.46
Albania,Money Supply M1,2008,1,225720.43
Albania,Money Supply M1,2008,2,221229.36
Albania,Money Supply M1,2008,3,215205.54
Albania,Money Supply M1,2008,4,215615.91
Albania,Money Supply M1,2008,5,215750.28
Albania,Money Supply M1,2008,6,219379.44
Albania,Money Supply M1,2008,7,225962.11
Albania,Money Supply M1,2008,8,226814.64
Albania,Money Supply M1,2008,9,228013.64
Albania,Money Supply M1,2008,10,239710.76
Albania,Money Supply M1,2008,11,250086.4
Albania,Money Supply M1,2008,12,282862.31
Albania,Money Supply M1,2009,1,275425.14
Albania,Money Supply M1,2009,2,272435.87
Albania,Money Supply M1,2009,3,271951.25
Albania,Money Supply M1,2009,4,275289.88
Albania,Money Supply M1,2009,5,275736.33
Albania,Money Supply M1,2009,6,282573.13
Albania,Money Supply M1,2009,7,288814.35
Albania,Money Supply M1,2009,8,287477.97
Albania,Money Supply M1,2009,9,277580.18
Albania,Money Supply M1,2009,10,272244.0
Albania,Money Supply M1,2009,11,272751.91
Albania,Money Supply M1,2009,12,284505.55
Albania,Money Supply M1,2010,1,269418.58
Albania,Money Supply M1,2010,2,266596.07
Albania,Money Supply M1,2010,3,268529.26
Albania,Money Supply M1,2010,4,263350.37
Albania,Money Supply M1,2010,5,265642.17
Albania,Money Supply M1,2010,6,268872.39
Albania,Money Supply M1,2010,7,274418.92
Albania,Money Supply M1,2010,8,276392.94
Albania,Money Supply M1,2010,9,272482.11
Albania,Money Supply M1,2010,10,269798.29
Albania,Money Supply M1,2010,11,266864.63
Albania,Money Supply M1,2010,12,275427.34
Albania,Money Supply M1,2011,1,263423.33
Albania,Money Supply M1,2011,2,262298.56
Albania,Money Supply M1,2011,3,263775.5
Albania,Money Supply M1,2011,4,265411.35
Albania,Money Supply M1,2011,5,264818.86
Albania,Money Supply M1,2011,6,267748.03
Albania,Money Supply M1,2011,7,269565.4
Albania,Money Supply M1,2011,8,271808.15
Albania,Money Supply M1,2011,9,268923.16
Albania,Money Supply M1,2011,10,267189.3
Albania,Money Supply M1,2011,11,269123.63
Albania,Money Supply M1,2011,12,276898.13
Albania,Money Supply M1,2012,1,265229.56
Albania,Money Supply M1,2012,2,265885.84
Albania,Money Supply M1,2012,3,264654.38
Albania,Money Supply M1,2012,4,267040.9
Albania,Money Supply M1,2012,5,268034.53
Albania,Money Supply M1,2012,6,269403.49
Albania,Money Supply M1,2012,7,270578.48
Albania,Money Supply M1,2012,8,272316.35
Albania,Money Supply M1,2012,9,272566.42
Albania,Money Supply M1,2012,10,268618.09
Albania,Money Supply M1,2012,11,267390.81
Albania,Money Supply M1,2012,12,281246.56
Albania,Money Supply M1,2013,1,267783.0
Albania,Money Supply M1,2013,2,270666.88
Albania,Money Supply M1,2013,3,274753.25
Albania,Money Supply M1,2013,4,280474.84
Albania,Money Supply M1,2013,5,291176.71
Albania,Money Supply M1,2013,6,298698.86
Albania,Money Supply M1,2013,7,294801.25
Albania,Money Supply M1,2013,8,296921.58
Albania,Money Supply M1,2013,9,292639.9
Albania,Money Supply M1,2013,10,290123.0
Albania,Money Supply M1,2013,11,291092.52
Albania,Money Supply M1,2013,12,295876.53
Albania,Money Supply M1,2014,1,291905.92
Albania,Money Supply M1,2014,2,292215.1
Albania,Money Supply M1,2014,3,293765.63
Albania,Money Supply M1,2014,4,296125.26
Albania,Money Supply M1,2014,5,300402.93
Albania,Money Supply M1,2014,6,307242.56
Albania,Money Supply M1,2014,7,314570.81
Albania,Money Supply M1,2014,8,319092.33
Albania,Money Supply M1,2014,9,318974.63
Albania,Money Supply M1,2014,10,318928.58
Albania,Money Supply M1,2014,11,325079.34
Albania,Money Supply M1,2014,12,353321.7
Albania,Money Supply M1,2015,1,346305.06
Albania,Money Supply M1,2015,2,349688.36
Albania,Money Supply M1,2015,3,347957.88
Albania,Money Supply M1,2015,4,350671.86
Albania,Money Supply M1,2015,5,358825.37
Albania,Money Supply M1,2015,6,363298.79
Albania,Money Supply M1,2015,7,368185.38
Albania,Money Supply M1,2015,8,369339.75
Albania,Money Supply M1,2015,9,368225.15
Albania,Money Supply M1,2015,10,367286.3
Albania,Money Supply M1,2015,11,367178.74
Albania,Money Supply M1,2015,12,384106.91
Albania,Money Supply M1,2016,1,374876.49
